Date,Open,High,Low,Close,Adj Close,Volume,ticker,First_Day_Month,REAINTRATREARAT10Y,GDP,MEDCPIM158SFRBCLE,PSAVERT,UNRATE
2019-12-18,69.94999694824219,70.4749984741211,69.77999877929688,69.93499755859375,68.04608917236328,116028400,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-19,69.875,70.29499816894531,69.73750305175781,70.00499725341797,68.11418914794922,98369200,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-20,70.55750274658203,70.6624984741211,69.63999938964844,69.86000061035156,67.97309875488281,275978000,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-23,70.13249969482422,71.0625,70.09249877929688,71.0,69.08232116699219,98572000,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-24,71.17250061035156,71.22250366210938,70.7300033569336,71.06749725341797,69.14797973632812,48478800,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-26,71.20500183105469,72.49500274658203,71.17500305175781,72.47750091552734,70.51992797851562,93121200,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-27,72.77999877929688,73.49250030517578,72.02999877929688,72.44999694824219,70.4931640625,146266000,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-30,72.36499786376953,73.17250061035156,71.30500030517578,72.87999725341797,70.91153717041016,144114400,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2019-12-31,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,71.42965698242188,100805600,AAPL,2019-12-01,0.51426493,,2.52541708194376,6.4,3.6
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.0594253540039,135480400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.34913635253906,146322800,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.92562866210938,118387200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.58265686035156,108872000,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.750244140625,132079200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.31676483154297,170108400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.48703002929688,140644800,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.09976196289062,121532000,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.05866241455078,161954400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.73270416259766,121923600,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.68138122558594,108829200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.53032684326172,137816400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.00491333007812,110843200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.27976989746094,101832400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.65193939208984,104472000,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.42813873291016,146537600,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.1513442993164,161940000,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.27733612060547,162234000,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.89492797851562,216229200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78060150146484,126743200,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.28755950927734,199588400,AAPL,2020-01-01,0.50509631,21706.513,3.73900290493838,7.2,3.6
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.08081817626953,173788400,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55950164794922,136616400,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19194030761719,118826800,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.10655975341797,105425600,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03128814697266,117684000,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40191650390625,109348800,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92887115478516,94323200,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.77950286865234,113730400,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21138763427734,94747600,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23091125488281,80113600,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,77.7801513671875,152531200,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,78.90660858154297,93984000,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09712982177734,100566000,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32938385009766,129554000,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.70372772216797,222195200,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24107360839844,230673600,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35537719726562,198054800,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69097137451172,320605600,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.6519775390625,426510000,AAPL,2020-02-01,0.31598579,,2.87314075414153,7.7,3.5
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85730743408203,341397200,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54342651367188,319475600,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.8155517578125,219178400,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42120361328125,187572800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47272491455078,226176800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,64.89887237548828,286744800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.57299041748047,285290000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.15669250488281,255598800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.524658203125,418474000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.77601623535156,370732000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.05683898925781,322423600,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.653564453125,324056000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.144290924072266,300233600,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.6834602355957,271857200,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.89442825317383,401693200,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.706993103027344,336752800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.19549560546875,287531200,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,59.863895416259766,303602000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.01411437988281,252087200,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.40519332885742,204216800,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.129024505615234,167976400,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.002235412597656,197002000,AAPL,2020-03-01,-0.12783745,,2.96611597454439,12.5,4.4
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.73986053466797,176218400,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.72003173828125,165934000,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,58.86177444458008,129880000,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,63.996734619140625,201820400,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.2555046081543,202887200,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,64.87452697753906,168895200,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.34263610839844,161834800,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.62516021728516,131022800,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,69.98993682861328,194994800,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.35112762451172,131154400,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,69.90216064453125,157125200,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,68.95368957519531,215250000,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.52243041992188,130015200,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.43528747558594,180991600,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.320068359375,116862400,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.05917358398438,124814400,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,68.99513244628906,126161200,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.04389953613281,117087600,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,67.92474365234375,112004800,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.15575408935547,137280800,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.6357650756836,183064000,AAPL,2020-04-01,-0.11159442,19913.143,2.0514104511105,32.0,14.8
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.48247528076172,240616800,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.47972106933594,133568000,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.55253601074219,147751200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.30107879638672,142333600,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.05937194824219,115215200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,75.8221206665039,133838400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.01519775390625,145946400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.13506317138672,162301200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.2157974243164,200622400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.6778793334961,158929200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.2304458618164,166348400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.00296783447266,135178400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.55802154541016,101729600,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.04692840576172,111504800,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.46503448486328,102688800,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,77.96380615234375,81803200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.43572235107422,125522000,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.77310180664062,112945200,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,77.80733489990234,133560800,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.7315444946289,153532400,AAPL,2020-05-01,-0.02785652,,3.0423409595286204,22.7,13.2
